index,home,away,home_score,away_score,home_rank,away_rank,공휴일,merged_ex_score,merged_ex_score_away,pitcher1,pitcher2,time,요일,구장,관중수,month,year,first_game,rain,temp,pm10,date,before_attendance,before_5game_avg,last_match,pythagorean_expectation,games_back,home_win_rate,3game_results,3game_evens
20,LG,Samsung,7,2,1.0,4.0,0,5.8,5.0,C. 켈리,양창섭,18:30,금,잠실,17201,4,2023,0,0.0,9.7,93.0,20230407,16938.549295774646,16938.549295774646,even,0.5,0.5,0.6,0,0
21,NC,Kiwoom,2,0,4.0,1.0,0,5.0,2.6,E. 페디,안우진,18:30,금,창원,6867,4,2023,0,2.5,12.9,45.0,20230407,7853.619718309859,7853.619718309859,even,0.5,1.0,0.4,0,0
22,Lotte,KT,1,7,8.0,8.0,0,5.0,5.0,고영표,한현희,18:30,금,사직,14734,4,2023,0,4.0,13.2,45.0,20230407,12215.684931506848,12215.684931506848,even,0.5,0.5,0.3333333333333333,0,0
23,Hanhwa,SSG,3,7,8.0,4.0,0,5.0,5.0,서진용,한승혁,18:30,금,대전,10415,4,2023,0,0.0,8.0,76.0,20230407,7764.178082191781,7764.178082191781,even,0.5,1.5,0.25,0,0
24,KIA,Doosan,7,6,9.0,1.0,0,5.0,2.8,정해영,김명신,17:00,토,광주,16432,4,2023,0,0.0,7.3,44.0,20230408,12821.0,10098.94366197183,lose,0.41724137931034483,1.5,0.3333333333333333,0,0
25,LG,Samsung,2,1,1.0,6.0,0,6.0,3.6,이정용,오승환,17:00,토,잠실,22141,4,2023,0,0.0,9.7,46.0,20230408,17201.0,16938.549295774646,win,0.674648620510151,1.5,0.6666666666666666,0,0
26,NC,Kiwoom,11,5,4.0,4.0,0,3.8,2.0,김진호,김동혁,17:00,토,창원,9763,4,2023,0,0.0,10.7,27.0,20230408,6867.0,7853.619718309859,win,0.6923076923076923,0.0,0.5,0,0
27,Lotte,KT,3,7,9.0,6.0,0,5.0,5.0,W. 벤자민,D. 스트레일리,17:00,토,사직,16555,4,2023,0,0.0,11.2,27.0,20230408,14734.0,12215.684931506848,lose,0.28823529411764703,1.5,0.25,0,0
28,Hanhwa,SSG,5,7,9.0,4.0,0,5.0,5.0,고효준,남지민,17:00,토,대전,11232,4,2023,0,0.0,7.2,41.0,20230408,10415.0,7764.178082191781,lose,0.5,2.5,0.2,0,0
29,KIA,Doosan,2,3,8.0,4.0,0,5.0,4.0,곽빈,A. 메디나,14:00,일,광주,14070,4,2023,0,0.0,9.2,63.0,20230409,16432.0,10098.94366197183,win,0.472992700729927,1.5,0.5,0,0
30,LG,Samsung,3,2,1.0,8.0,0,4.4,3.8,이정용,이승현,14:00,일,잠실,20439,4,2023,0,0.0,11.6,67.0,20230409,22141.0,16938.549295774646,win,0.6811320754716981,2.5,0.7142857142857143,0,0
31,NC,Kiwoom,6,1,4.0,6.0,0,4.8,1.6,송명기,A. 후라도,14:00,일,창원,7686,4,2023,0,0.0,12.5,42.0,20230409,9763.0,7853.619718309859,win,0.7318803852002027,1.0,0.5714285714285714,0,0
32,Lotte,KT,5,3,10.0,6.0,0,3.4,5.0,나균안,박세진,14:00,일,사직,12283,4,2023,0,0.0,12.9,42.0,20230409,16555.0,12215.684931506848,lose,0.2557522123893805,2.5,0.2,0,0
33,Hanhwa,SSG,0,3,10.0,4.0,0,5.6,5.2,K. 맥카티,F. 페냐,14:00,일,대전,9455,4,2023,0,0.0,8.9,56.0,20230409,11232.0,7764.178082191781,lose,0.4677754677754678,3.5,0.16666666666666666,0,0
34,KIA,Hanhwa,4,5,9.0,10.0,0,4.0,4.4,김범수,정해영,18:30,화,광주,3623,4,2023,0,0.0,15.7,33.0,20230411,14070.0,10098.94366197183,even,0.45248868778280543,2.0,0.4,0,0
35,NC,KT,1,0,4.0,6.0,0,6.0,7.4,신민혁,B. 슐서,18:30,화,창원,2069,4,2023,0,0.0,17.1,25.0,20230411,7686.0,7853.619718309859,even,0.7707006369426752,1.5,0.625,0,0
36,Doosan,Kiwoom,6,4,4.0,6.0,0,4.4,1.6,박치국,김동혁,18:30,화,잠실,4372,4,2023,0,2.0,14.0,68.0,20230411,3724.0,11464.0,even,0.4777887462981244,2.0,0.625,0,0
36,Doosan,Kiwoom,6,4,4.0,6.0,0,4.4,1.6,박치국,김동혁,18:30,화,잠실,4372,4,2023,0,2.0,14.0,68.0,20230411,3724.0,11464.0,even,0.4777887462981244,2.0,0.625,0,0
37,Lotte,LG,6,5,9.0,1.0,0,2.4,3.6,신정락,정우영,18:30,화,사직,5286,4,2023,0,0.0,17.6,25.0,20230411,12283.0,12215.684931506848,even,0.3209549071618037,3.0,0.3333333333333333,0,0
38,Samsung,SSG,4,5,9.0,4.0,0,2.6,5.0,노경은,이승현,18:30,화,대구,3907,4,2023,0,0.0,17.9,44.4,20230411,6525.0,11912.323943661971,even,0.24615384615384617,3.5,0.2857142857142857,0,0
39,KIA,Hanhwa,2,0,7.0,7.0,0,4.6,4.2,S. 앤더슨,문동주,18:30,수,광주,5252,4,2023,0,0.0,11.3,224.0,20230412,3623.0,10098.94366197183,lose,0.4413793103448276,1.0,0.3333333333333333,0,0
40,NC,KT,5,1,1.0,4.0,0,4.4,5.2,이용준,고영표,18:30,수,창원,2448,4,2023,0,0.0,15.1,190.0,20230412,2069.0,7853.619718309859,win,0.7785467128027682,1.5,0.6666666666666666,0,0
41,Lotte,LG,8,12,4.0,1.0,0,3.2,4.4,김영준,김원중,18:30,수,사직,6519,4,2023,0,0.0,14.2,190.0,20230412,5286.0,12215.684931506848,win,0.36414305620065024,2.0,0.42857142857142855,0,0
42,Samsung,SSG,0,3,7.0,1.0,0,2.0,5.0,문승원,백정현,18:30,수,대구,5405,4,2023,0,0.0,14.5,232.0,20230412,3907.0,11770.2,lose,0.2358490566037736,4.5,0.25,0,0
43,KIA,Hanhwa,1,5,6.0,8.0,0,3.2,2.6,장민재,이의리,18:30,목,광주,5457,4,2023,0,0.0,13.1,101.0,20230413,5252.0,10439.6,win,0.4811387900355872,2.0,0.42857142857142855,0,0
44,NC,KT,3,10,1.0,6.0,0,5.0,3.6,손동현,E. 페디,18:30,목,창원,3174,4,2023,0,0.0,14.6,72.0,20230413,2448.0,5766.6,win,0.8,2.5,0.7,0,0
45,Doosan,Kiwoom,2,9,2.0,6.0,0,5.0,2.0,안우진,김동주,18:30,목,잠실,6917,4,2023,0,0.0,13.2,226.0,20230413,4372.0,7588.4,win,0.5511475409836065,3.0,0.6666666666666666,0,0
45,Doosan,Kiwoom,2,9,2.0,6.0,0,5.0,2.0,안우진,김동주,18:30,목,잠실,6917,4,2023,0,0.0,13.2,226.0,20230413,4372.0,7588.4,win,0.5511475409836065,3.0,0.6666666666666666,0,0
46,Lotte,LG,8,7,6.0,1.0,0,4.6,5.8,한현희,C. 켈리,18:30,목,사직,6505,4,2023,0,0.0,15.6,72.0,20230413,6519.0,11075.4,lose,0.3505545036516094,3.0,0.375,0,0
47,Samsung,SSG,11,9,8.0,1.0,0,1.8,5.0,오승환,고효준,18:30,목,대구,4648,4,2023,0,0.0,15.7,122.0,20230413,5405.0,8051.2,lose,0.21338340730624786,5.5,0.2222222222222222,0,0
48,KT,Hanhwa,7,7,5.0,8.0,0,4.2,3.0,,,18:30,금,수원,7145,4,2023,0,0.0,15.1,93.0,20230414,14700.0,9552.739726027396,even,0.6097560975609756,2.0,0.5,0,0
49,LG,Doosan,13,4,1.0,2.0,0,5.8,4.2,김윤식,R. 알칸타라,18:30,금,잠실,16528,4,2023,0,0.0,16.9,109.0,20230414,20439.0,16938.549295774646,even,0.681947261663286,0.5,0.6363636363636364,0,0
50,SSG,NC,2,1,1.0,1.0,0,5.4,5.2,송영진,송명기,18:30,금,문학,8218,4,2023,0,0.0,15.1,109.0,20230414,5809.0,14633.027397260274,even,0.5433962264150943,1.0,0.7777777777777778,0,0
51,Samsung,Lotte,9,7,8.0,5.0,0,3.6,6.0,D. 뷰캐넌,D. 스트레일리,18:30,금,대구,9124,4,2023,0,0.5,16.3,61.0,20230414,4648.0,5284.2,even,0.2851485148514851,1.5,0.3,0,0
53,KT,Hanhwa,2,7,7.0,9.0,0,4.2,3.4,F. 페냐,배제성,17:00,토,수원,13212,4,2023,0,0.0,12.0,66.0,20230415,7145.0,9552.739726027396,even,0.6427964300892478,2.0,0.5,0,0
54,LG,Doosan,3,1,1.0,3.0,0,8.0,4.2,A. 플럿코,곽빈,17:00,토,잠실,21243,4,2023,0,1.5,14.0,61.0,20230415,16528.0,16938.549295774646,win,0.676,1.5,0.6666666666666666,0,0
55,SSG,NC,0,1,1.0,2.0,0,4.4,3.2,이용찬,백승건,17:00,토,문학,13956,4,2023,0,3.0,11.7,61.0,20230415,8218.0,14633.027397260274,win,0.6528761688863701,2.0,0.8,0,0
56,Samsung,Lotte,5,9,7.0,7.0,0,5.2,6.8,나균안,A. 수아레즈,17:00,토,대구,18231,4,2023,0,1.0,12.8,31.0,20230415,9124.0,5921.8,win,0.3308282960300604,0.5,0.36363636363636365,0,0
58,KT,Hanhwa,14,2,9.0,9.0,0,4.0,4.8,B. 슐서,남지민,14:00,일,수원,13010,4,2023,0,0.0,10.0,109.0,20230416,13212.0,9552.739726027396,lose,0.5850891410048622,1.0,0.4444444444444444,0,0
59,LG,Doosan,5,10,1.0,5.0,0,8.0,3.2,정철원,정우영,14:00,일,잠실,20090,4,2023,0,0.0,11.9,118.0,20230416,21243.0,19510.4,win,0.6844356353014813,2.5,0.6923076923076923,0,0
60,SSG,NC,5,10,3.0,3.0,0,3.8,2.2,하준영,오원석,14:00,일,문학,13460,4,2023,0,0.0,10.3,118.0,20230416,13956.0,14796.6,lose,0.64,1.0,0.7272727272727273,0,0
61,Samsung,Lotte,9,1,9.0,6.0,0,5.8,7.6,원태인,C. 반즈,14:00,일,대구,16076,4,2023,0,0.0,11.9,83.0,20230416,18231.0,8263.0,lose,0.31932558436581937,1.5,0.3333333333333333,0,0
63,KT,SSG,4,2,7.0,2.0,0,6.8,3.8,고영표,문승원,18:30,화,수원,3398,4,2023,0,0.0,13.3,57.0,20230418,13010.0,13353.4,even,0.6684789815674314,2.0,0.5,0,0
64,LG,NC,4,6,1.0,1.0,0,8.0,4.0,김시훈,이우찬,18:30,화,잠실,6574,4,2023,0,2.0,14.1,55.0,20230418,20090.0,20088.2,even,0.6364340418208416,0.0,0.6428571428571429,0,0
65,Lotte,KIA,7,5,7.0,9.0,0,6.6,1.2,김상수,김대유,18:30,화,사직,3829,4,2023,0,0.0,17.1,44.0,20230418,6505.0,9429.6,even,0.38170347003154576,1.5,0.4166666666666667,0,0
66,Kiwoom,Samsung,4,6,4.0,7.0,0,6.0,6.8,백정현,장재영,18:30,화,고척,3104,4,2023,0,1.5,14.4,55.0,20230418,11265.0,8362.0,even,0.4800079968012795,2.0,0.5384615384615384,0,0
67,Hanhwa,Doosan,0,2,8.0,4.0,0,4.2,4.6,정철원,김범수,18:30,화,대전,4012,4,2023,0,2.0,14.0,37.0,20230418,9455.0,7764.178082191781,even,0.4235294117647059,2.5,0.3333333333333333,0,0
68,KT,SSG,5,2,8.0,4.0,0,7.4,3.6,엄상백,박종훈,18:30,수,수원,3405,4,2023,0,0.0,17.8,45.0,20230419,3398.0,10293.0,win,0.6753511826149597,1.0,0.5454545454545454,0,0
69,LG,NC,7,5,2.0,1.0,0,6.4,4.2,이우찬,김영규,18:30,수,잠실,7090,4,2023,0,0.0,19.5,44.0,20230419,6574.0,16974.8,lose,0.6163914466174568,1.0,0.6,0,0
70,Lotte,KIA,0,6,8.0,10.0,0,6.4,1.8,이의리,한현희,18:30,수,사직,4869,4,2023,0,0.0,17.0,38.8,20230419,3829.0,6884.4,win,0.3958904109589041,2.5,0.46153846153846156,0,0
71,Kiwoom,Samsung,5,9,5.0,8.0,0,6.0,8.0,이상민,이영준,18:30,수,고척,3869,4,2023,0,0.0,19.3,44.0,20230419,3104.0,8144.0,lose,0.46368438428524267,1.0,0.5,0,0
72,Hanhwa,Doosan,7,6,9.0,4.0,0,4.2,3.8,강재민,최지강,18:30,수,대전,4212,4,2023,0,0.0,19.7,38.0,20230419,4012.0,7764.178082191781,lose,0.41127868852459015,3.5,0.3076923076923077,0,0
73,KT,SSG,5,8,6.0,3.0,0,6.4,2.2,최민준,W. 벤자민,18:30,목,수원,4472,4,2023,0,0.0,15.2,41.0,20230420,3405.0,8034.0,win,0.6869901245169601,1.0,0.5833333333333334,0,0
74,LG,NC,9,4,1.0,1.0,0,6.4,4.6,김윤식,송명기,18:30,목,잠실,9090,4,2023,0,0.0,17.0,15.0,20230420,7090.0,14305.0,win,0.6196246295686533,0.0,0.625,0,0
75,Lotte,KIA,5,3,7.0,9.0,0,4.8,2.8,김진욱,A. 메디나,18:30,목,사직,6423,4,2023,0,0.0,20.9,29.2,20230420,4869.0,5401.6,lose,0.3634077334171644,1.5,0.42857142857142855,0,0
76,Kiwoom,Samsung,6,1,6.0,6.0,0,5.2,7.6,E. 요키시,D. 뷰캐넌,18:30,목,고척,3918,4,2023,0,0.0,15.4,15.0,20230420,3869.0,8006.6,lose,0.4357512953367876,0.0,0.4666666666666667,0,0
77,Hanhwa,Doosan,1,5,8.0,3.0,0,4.6,4.6,R. 알칸타라,김민우,18:30,목,대전,4122,4,2023,0,0.0,19.7,24.0,20230420,4212.0,7865.2,win,0.42686599268659925,2.5,0.35714285714285715,0,0
78,KIA,Samsung,5,4,10.0,8.0,0,3.0,6.0,김기훈,이승현,18:30,금,광주,6870,4,2023,0,0.0,17.4,37.0,20230421,5457.0,8966.8,even,0.41585852823730746,2.0,0.2857142857142857,0,0
79,NC,Lotte,2,3,2.0,8.0,0,5.2,4.4,김원중,김영규,18:30,금,창원,12613,4,2023,0,0.0,18.8,72.4,20230421,3174.0,5028.0,even,0.6963311849281111,2.0,0.5882352941176471,0,0
80,SSG,Kiwoom,3,1,4.0,5.0,0,3.4,4.6,김광현,A. 후라도,18:30,금,문학,12374,4,2023,0,0.0,16.4,64.0,20230421,13460.0,12888.6,even,0.5703553299492385,1.5,0.6,0,0
81,Doosan,KT,10,6,4.0,8.0,0,4.8,6.0,곽빈,배제성,18:30,금,잠실,6896,4,2023,0,0.0,17.6,64.0,20230421,6917.0,4221.8,even,0.46633039092055484,1.5,0.5625,0,0
82,Hanhwa,LG,2,4,9.0,1.0,0,3.4,5.6,A. 플럿코,F. 페냐,18:30,금,대전,6004,4,2023,0,0.0,17.1,42.0,20230421,4122.0,6606.6,even,0.4023575638506876,5.0,0.3333333333333333,0,0
83,KIA,Samsung,6,2,10.0,8.0,0,3.8,5.8,양현종,원태인,17:00,토,광주,12990,4,2023,0,0.0,16.1,141.0,20230422,6870.0,7054.4,win,0.3623603984304256,1.0,0.3333333333333333,0,0
84,NC,Lotte,6,10,4.0,6.0,0,5.4,3.2,C. 반즈,신민혁,17:00,토,창원,15130,4,2023,0,0.0,14.9,230.0,20230422,12613.0,5598.0,lose,0.614120010959905,1.0,0.5555555555555556,0,0
85,SSG,Kiwoom,3,2,4.0,6.0,0,4.0,3.6,K. 맥카티,최원태,17:00,토,문학,16535,4,2023,0,0.0,16.9,62.0,20230422,12374.0,10763.4,win,0.5541042540443379,2.5,0.625,0,0
86,Doosan,KT,5,1,4.0,8.0,0,6.6,6.8,최승용,B. 슐서,17:00,토,잠실,13410,4,2023,0,0.0,17.8,62.0,20230422,6896.0,4816.2,win,0.5,1.5,0.5882352941176471,0,0
87,Hanhwa,LG,0,3,10.0,1.0,0,2.4,5.8,임찬규,남지민,17:00,토,대전,11152,4,2023,0,0.0,15.8,171.0,20230422,6004.0,5561.0,lose,0.3931407942238267,6.0,0.3125,0,0
88,KIA,Samsung,5,3,9.0,8.0,0,5.0,4.4,S. 앤더슨,백정현,14:00,일,광주,10026,4,2023,0,0.0,14.4,85.0,20230423,12990.0,6838.4,win,0.4025818472185254,1.0,0.375,0,0
89,NC,Lotte,3,5,4.0,5.0,0,4.6,5.0,박세웅,이용준,14:00,일,창원,13286,4,2023,0,0.0,14.1,53.0,20230423,15130.0,7086.8,lose,0.5792505048993941,1.0,0.5263157894736842,0,0
90,SSG,Kiwoom,9,7,3.0,6.0,0,3.6,3.6,오원석,이승호,14:00,일,문학,15878,4,2023,0,0.0,15.9,59.0,20230423,16535.0,12908.6,win,0.5594894561598224,3.5,0.6470588235294118,0,0
91,Doosan,KT,1,1,3.0,8.0,0,5.6,4.2,최원준,고영표,14:00,일,잠실,10151,4,2023,0,0.0,16.9,59.0,20230423,13410.0,7063.8,win,0.5237960339943343,2.5,0.6111111111111112,0,0
92,Hanhwa,LG,7,6,10.0,1.0,0,2.0,5.4,박상원,정우영,14:00,일,대전,9023,4,2023,0,0.0,14.8,86.0,20230423,11152.0,5900.4,lose,0.3761333218202228,7.0,0.29411764705882354,0,0
93,KIA,NC,0,6,9.0,5.0,0,5.0,4.0,E. 페디,이의리,18:30,화,광주,2216,4,2023,0,1.5,10.6,15.0,20230425,10026.0,8119.0,even,0.4235294117647059,1.5,0.4117647058823529,0,0
94,LG,SSG,5,4,1.0,2.0,0,5.8,5.0,고우석,노경은,18:30,화,잠실,7344,4,2023,0,0.0,11.4,31.0,20230425,9090.0,12817.4,even,0.6371059197096848,1.0,0.65,0,0
95,Kiwoom,KT,1,0,6.0,9.0,0,4.2,3.6,안우진,엄상백,18:30,화,고척,2956,4,2023,0,0.0,11.5,31.0,20230425,3918.0,7181.6,even,0.47711124053581827,2.0,0.42105263157894735,0,0
96,KIA,NC,6,0,9.0,4.0,0,3.8,4.2,A. 메디나,송명기,18:30,수,광주,4798,4,2023,0,0.0,9.1,34.0,20230426,2216.0,7511.8,lose,0.3839590443686007,2.5,0.3888888888888889,0,0
97,LG,SSG,3,5,1.0,2.0,0,5.4,5.4,송영진,김윤식,18:30,수,잠실,10419,4,2023,0,0.0,10.4,28.0,20230426,7344.0,10037.6,win,0.64,1.0,0.6666666666666666,0,0
98,Lotte,Hanhwa,8,1,5.0,10.0,0,4.6,3.4,한현희,장민재,18:30,수,사직,7905,4,2023,0,0.0,13.3,39.0,20230426,6423.0,5629.0,even,0.3812419516382887,4.0,0.5555555555555556,0,0
99,Samsung,Doosan,1,0,9.0,4.0,0,3.8,5.4,D. 뷰캐넌,R. 알칸타라,18:30,수,대구,9213,4,2023,0,0.0,12.8,31.0,20230426,16076.0,10696.8,even,0.38863458747348445,4.5,0.3684210526315789,0,0
100,Kiwoom,KT,13,2,6.0,9.0,0,3.4,2.6,E. 요키시,W. 벤자민,18:30,수,고척,2489,4,2023,0,0.0,9.9,28.0,20230426,2956.0,5022.4,win,0.4555024698356142,2.0,0.45,0,0
101,KIA,NC,5,0,8.0,5.0,0,4.4,3.4,전상현,구창모,18:30,목,광주,6017,4,2023,0,0.0,12.4,38.0,20230427,4798.0,7380.0,win,0.4299249901302803,1.5,0.42105263157894735,0,0
102,LG,SSG,6,3,1.0,2.0,0,4.2,4.8,A. 플럿코,최민준,18:30,목,잠실,13061,4,2023,0,0.0,14.0,43.0,20230427,10419.0,8103.4,lose,0.626782730346248,1.0,0.6363636363636364,0,0
103,Lotte,Hanhwa,3,0,5.0,10.0,0,6.2,2.2,나균안,김민우,18:30,목,사직,10393,4,2023,0,0.0,14.1,38.0,20230427,7905.0,5906.2,win,0.47061365600691446,5.0,0.5789473684210527,0,0
104,Samsung,Doosan,7,6,8.0,5.0,0,2.2,4.2,이상민,정철원,18:30,목,대구,8473,4,2023,0,0.0,14.7,31.0,20230427,9213.0,11458.4,win,0.3958904109589041,3.5,0.4,0,0
105,Kiwoom,KT,3,1,6.0,9.0,0,4.8,2.0,A. 후라도,조이현,18:30,목,고척,3024,4,2023,0,0.0,13.2,43.0,20230427,2489.0,3267.2,win,0.5232432432432432,2.0,0.47619047619047616,0,0
106,KT,Samsung,9,10,9.0,8.0,0,1.0,3.4,김태훈,,18:30,금,수원,7314,4,2023,0,0.0,14.4,48.0,20230428,4472.0,7499.4,even,0.6527238232902701,1.5,0.3888888888888889,0,0
107,LG,KIA,3,4,1.0,8.0,0,4.6,4.4,양현종,,18:30,금,잠실,22695,4,2023,0,1.0,16.6,38.0,20230428,13061.0,9400.8,even,0.6342416636787379,4.5,0.6521739130434783,0,0
108,SSG,Doosan,4,1,2.0,6.0,0,4.8,4.4,K. 맥카티,최승용,18:30,금,문학,14909,4,2023,0,1.0,14.7,38.0,20230428,15878.0,14440.6,even,0.5663716814159292,1.5,0.6190476190476191,0,0
109,Lotte,Kiwoom,5,2,3.0,6.0,0,5.8,5.2,노진혁,최원태,18:30,금,사직,14343,4,2023,0,0.0,17.1,29.0,20230428,10393.0,6683.8,even,0.48551028979420413,2.0,0.6,0,0
110,Hanhwa,NC,4,6,10.0,6.0,0,2.0,3.0,신민혁,F. 페냐,18:30,금,대전,7242,4,2023,0,0.0,15.0,33.0,20230428,9023.0,6902.6,even,0.39155033063923583,3.5,0.3,0,0
111,KT,Samsung,2,3,9.0,8.0,0,2.6,4.6,원태인,손동현,17:00,토,수원,12039,4,2023,0,16.1875,12.3,34.0,20230429,7314.0,6319.8,lose,0.5,1.5,0.3684210526315789,0,0
112,LG,KIA,3,6,1.0,8.0,0,4.6,4.0,S. 앤더슨,강효종,17:00,토,잠실,23750,4,2023,0,27.5,13.7,25.0,20230429,22695.0,12521.8,lose,0.6265370414281359,3.5,0.625,0,0
113,SSG,Doosan,10,4,2.0,6.0,0,5.0,2.6,오원석,최원준,17:00,토,문학,20180,4,2023,0,15.5,12.6,25.0,20230429,14909.0,14631.2,win,0.5605498448999453,2.5,0.6363636363636364,0,0
114,Hanhwa,NC,2,3,10.0,4.0,0,2.4,3.0,이용준,남지민,17:00,토,대전,7813,4,2023,0,10.5,13.1,22.0,20230429,7242.0,7508.6,lose,0.34279918864097364,4.5,0.2857142857142857,0,0
115,KT,Samsung,0,1,8.0,7.0,0,2.8,4.8,우규민,김재윤,14:00,일,수원,14582,4,2023,0,0.0,12.3,45.0,20230430,12039.0,6125.6,lose,0.4953489378271968,2.5,0.35,0,0
116,LG,KIA,8,12,1.0,7.0,0,4.0,4.2,정해영,고우석,14:00,일,잠실,23750,4,2023,0,0.5,13.8,47.0,20230430,23750.0,15453.8,lose,0.6106124770874155,2.5,0.6,0,0
117,SSG,Doosan,0,2,1.0,7.0,0,5.2,2.4,곽빈,박종훈,14:00,일,문학,21026,4,2023,0,0.0,12.7,47.0,20230430,20180.0,15975.2,win,0.5865218980007308,3.5,0.6521739130434783,0,0
118,Lotte,Kiwoom,5,3,3.0,7.0,0,6.2,5.2,김상수,김동혁,14:00,일,사직,22990,4,2023,0,0.0,15.4,44.0,20230430,14343.0,8786.6,win,0.5,3.0,0.6190476190476191,0,0
119,Hanhwa,NC,1,4,9.0,3.0,0,2.8,3.0,E. 페디,문동주,14:00,일,대전,10442,4,2023,0,0.0,12.7,41.0,20230430,7813.0,8246.8,lose,0.3418620800170931,5.5,0.2727272727272727,0,0
